

Melissa S.,3.0,        3/11/2018    ,"American Airlines is OK. I have been flying with them for years, since their main hub is DFW and I am constantly flying in and out of there.The flight experience really varies depending on if you get a newer plane or not. If you get one of the newer planes, it is much more comfortable and they have TVs to watch. The older ones are a little less comfortable and obviously have less technology. Their in-air wifi never works, although to be fair, I haven't had much luck with that in any of the airlines.I also am almost always forced to check my bag, which I can't stand. The planes are always overbooked and since I don't regularly have status, that is what happens."

Kevin S.,3.0,        10/5/2017            Updated review,"Needed a flight to SoCal and found a reasonable price with AA.Agents and flight attendants were ""ok"".  In flight entertainment looked promising, but the screen at my seat had some serious lag and almost didn't really work.  Not good for a ""newer"" plane in the AA fleet...was an Airbus A321.If I have to fly another airline besides my first choice...I guess I can use AA again."

Living The Dream M.,1.0,        9/19/2018    ,"Flight 3029 from Santa Fe, NM to DFW on Sunday, September 16, 2018...the flight attendants were the RUDEST AND MOST UNPROFESSIONAL I have ever encountered. United has burned its bridge with me and American Airlines is about to burn theirs. Delta Airlines...here I come!!"

Eric F.,2.0,        5/5/2017    ,"I think this should he asked of all airlines, but when I fly it's mostly American Airlines. So there is no smoking on planes but why are passengers allowed to dip snuff?The flight attendant gave this guy a clear cup and a napkin.... Since I don't dip I won't disrespect anyone that does, but planes are small and the vision of the cup and the smell came directly towards me for 3 hours.  I didn't complain because I wasn't sure of the rules but to see the cup and smell that snuff was awful. I hope it's addressed in some way. Make a dippers isle where dippers can sit next to each other."

Frank R.,1.0,        8/20/2018    ,"Unfortunately this is my airline of choice.....begrudgingly but most airlines are all absolutely inept and incompetent but AA takes the cake. Sad really, some good, decent, nice people but the executive team that runs the organization are not even qualified to manage my ANT farm. Let's hope their ""maintenance"" crew is less inept and incompetent as their management team."

Val E.,1.0,        6/14/2019    ,"I had surgery in Miami on 6/6/2019.  We were scheduled to leave on 6/10 with a layover in Charlotte.  At our layover, AA cancelled our flight, due to staffing issues and booked us for 2 days later.  Not even a direct flight, but with a layover in Dallas.  On 6/12/19, we got to DFW.  I just had surgery and I started bleeding from my left side.  The flight was going to start boarding, so my husband went to the gate with my son.  I was in the bathroom trying hard to clean myself.  As you can imagine, I can't move very fast. Also, I am covered in layers of surgical garments.  I walked as fast as I could to the gate where I saw my husband pleading with the attendant hysterically.  The plane was still there, but she gave away our seats to standby.  My husband pleaded with her that I was very sick, we have an 8 year old child, and needed to get home.  I asked what happened, she said"" we have a 10 minute policy and there is nothing we can do about it."" I explained to her that I just had surgery and I had to clean myself.  She refused to even look me in the face while continuing to explain that there is nothing they can do about the policy.  Then continued to tell us to go to customer service, so they can put us on standby on the next flight, but there is no guarantees.  I have never been treated so poorly in my entire life.  So callous, zero empathy, and wouldn't even offer assistance to help.  I understand that there are policies and procedures, but how can you legally do this to a paying customer?  Refusing to wait 5 minutes so that someone could clean blood off of their self, is just plain cruel.  The whole time we are trying to tell them our story, we're watching out plane sit there, and they refused to listen to us.  They eventually called a supervisor, but only because I started crying and insisted that they call a manager.  It didn't matter, the flight left without us."

Jeff S.,2.0,        8/7/2018    ,Always Have Delayed Flights! No Wonder the Flight Crews Look Miserable!!!!!!!!! Fly Delta!!!!!!!!!!

Tom P.,1.0,        7/29/2018    ,"Flight 22 from DWF to Houston. The flight from hell. We've been stuck at the airport since 3:00pm that they got us off, we boarded a new plane at 5:30 and it's now 6:43 and we still haven't taken off. The pilots are nowhere to be found and the Air-conditioning is not working until the pilots arrive. This is inhumane with the Dallas heat. I will never fly this airline again."

Kelly O.,2.0,        12/9/2017    ,"We are going on a mission trip to Guatemala and I have a ton of donation items I want to bring. They will be used in the dental clinics for the children in the orphanages. Unfortunately, AA now charges for checked luggage on international flights! I called to see if they could do anything to compensate the checked luggage fee for donation items and of course the answer was, NO! I figured it would be, but I thought I would at least try! All the airlines are nickel-and-diming everyone else, it is no surprise that American Airlines has joined in!"

Brett H.,1.0,        7/14/2018    ,"This airline is notorious for pushing back flights, and giving bullshit ass excuses! I pay good money to fly and they said our plane was late because a flight attendant was running late to work! This is not exceptable behavior"

Brian W.,1.0,        2/5/2017    ,"How do you rate an airline? Airline and airlines HUB terminal/airport:Customer service: Where do they find these employees. Untrained, unhelpful, pounding on keyboards from the 1970s. On the occasion you find an agent or counter person with a personality that doesn't suck and it is truly shocking. This one rates them as zero stars. Price: Generally they are in the middle of dates if you book a week or two out so this one rates them about 3.5/5 stars because they do price gouge sometimesQuality of boarding/flight:I generally get to board first with my mil ID, and there is the rare occasion that the gate agent decides to do something weird. Have to be in uniform. No, untrue. Have to have orders. No, untrue. Etc. but usually it is just agent with a bug up their butt about military. So that part is zero stars. Once in the plane it is better, but the round stewardess' is getting to be too much. I don't want a 58 year old flabby butt bumping me every time they need to pick up garbage. Come on. Ease of use:In the Dallas A terminal you are almost guaranteed to not arrive back in A. Which makes NO sense. Why have 10,000 parking spots in the airport but no efficient way to get between terminals. Your bags pop out outside of the secure terminal. But skyline train is INSIDE the secure area. So now your outside with your bags waiting on the highly inefficient and poorly manage terminal bus system. What a joke. Zero stars."

Nancy W.,5.0,        10/12/2018    ,While American Airlines did everything possible for me when a ticket for my daughter to travel to Panama City right after hurricane Michael destroyed the area and the house my daughter was going to stay with.  The travel insurance that is listed on their website Allianz Global Assistance is a complete scam! They might be inexpensive but they cover nothing!  Every person I talked to was foreign and hard to understand and each person had a different answer!  Buyer beware on them!  Thank you Kate at American Airlines and your supervisor for helping me in this horrible situation!

Sherry R.,1.0,        6/13/2018    ,"So disappointed! Planned girls trip, 1 using miles for ticket 2 of us paid, not for a seat, but extra so we could sit together. Airlines changed flight times (no prob) & computer assigned us new seats in different rows. Talked to someone in reservations & supervisor who said we said we're out of luck unless we pay more $. Feel like a box being shipped- they can put us where they want. Thanks American for an extra vacation memory. BIG DISAPPOINTMENT in lack of customer service. Ironic, it's not the $, it's their attitude!"

Tim C.,3.0,        9/29/2016    ,"Our flight to Oahu was on time, and the whole AA flight was actually decent, other than being 8 hours long, we decided to forgo checking any bags to eliminate that hassle, and we planned a direct flight, didn't want to arrive without luggage, I've had that happen before...can't remember which airlines I flew then.  They fed us a few hours into the flight, had a choice of two different wraps with chips and a snack, actually good.  I noticed all the bad reviews, but our experience was good, other than the crying baby...not much they can do about that."

Joe D.,1.0,        2/23/2019    ,"Have had mixed reviews with AA in the past,  Yesterday, Friday, was the worst - delayed flight (4 hours) from Milwaukee made us late for the connector in Dallas - going to Ontario, California.  Agent set us up to fly to Dallas with a stay at the Wingate by Wyndham in Irving which was a total dump (gave it a review also).  We did not get to the hotel until after midnight and up at 4:30 to catch the shuttle back to the airport for an early flight.  The Saturday morning flight was also delayed about 2 hours, then we were told to go to a different terminal - this is a large airport - needed to use the sky tram. Ended up missing my 8 year old Grandson's basketball game Saturday morning and he was upset = can't get that one back, will have to smooze him with something which will cost$$.  Thanks AA."

Katie O.,1.0,        5/23/2018    ,"So disappointed in the customer service of American Airlines.  It started with a delay out of fort Myers FL.  They announced 124 people had connecting flights and couldn't do anything until they knew when our plane would arrive.  Once they had information they didn't get any extra help to assist the 124 customers they just handed a card with an 800 number.  Finally got a representative to do her job after the other one disconnected and never called back!!  We change our flight to fly into Dallas so we can stay the night and fly out the next morning.  Asked them to change our bags so we could have them overnight. Of course too much to ask!!!  We arrive in Dallas and ask for help, both agents tells us they can try but it may take an hour, totally trying to discourage us from requesting.  Such BS!! So here we sit waiting, who knows how long!!! And of course we have to pay for our hotel!'"

Tara S.,4.0,        9/18/2017    ,"Excellent customer service! We arrived at the American Airlines ticket check-in at General Mitchell International Airport, and attempted to use the computerized kiosk. It was very confusing, and it couldn't seem to find our reservation. So we got in line to speak to an actual person. Jermaine helped us and was very friendly. He asked for our boarding passes, and we explained that we couldn't seem to figure out the computerized kiosk. So he offered to help us out with it. He's obviously the expert because he flew through screen after screen without any issue. Then we encountered a new problem. The flight we were trying to check-in for was already boarding. We were too late. They require you to check your baggage 45 minutes prior to departure in order to ensure your bag gets on the right plane. We missed the cut-off. Now we have to schedule a new flight. Jermaine looked up flights for us, and, sadly, there weren't many options. He got us on the next best flight, which, unfortunately left 10 hours later and included an overnight layover in Phoenix. But Jermaine made sure to give us all the important information we needed like, ""You're going to pick up your bag in Phoenix, and you've already paid the $25 baggage fee, so hang on to your receipt. When you check-in, in Phoenix, tomorrow morning, show them this receipt so that they don't try to charge you the $25 fee again."" That was good advice because they did try to charge us again. Luckily I had my receipt!When we came back 10 hours later for our new flight, Jermaine was still there. He was working at our gate. He was the guy scanning our boarding passes. Of course, he remembered us from earlier in the day, and made it a point to share cordialities. I was very impressed with the customer service."

Mutasim K.,1.0,        10/5/2017    ,"Rude rude rudeOver sell the flight so I have to come to the gate to assign seat ( I tried to check in 24 hours before flight). When I got to the gate, she told me I can not do it know I have to get ready for the arriving flight. 30 minutes later no flight arrive to the gate. Someone came and help the passengers Will never fly American Airlines any more"

Alice S.,1.0,        9/30/2017    ,"After taxiing out to the runway at AUS, we were returned to the terminal for (and this is a quote from the flight deck)  ""We have some unchecked cargo and we need to return so they can remove it?""  How does this happen today?I get patted down but cargo just getz put on a plane??  Not feeling safe at all!Better yet it almost cost me my connection.  Would you think maybe an apology...no, they ask people without connections to stay on the plane.  Did they?  You bet.  The connection help at the gate was apparently on break so it was a free for all.  Thank goodness we landed next to the skyline or I wouldnt have made it."

Jonathan S.,5.0,        12/6/2017    ,"I don't fly as much as some, but around 100 times a year. I fly almost exclusively AA and I've been happy with that decision from the get go. Sure there are times that things are delayed. However, they are usually due to weather. In my experience over the last four years, I've only been delayed once due to mechanical issues. In my opinion weather doesn't qualify as they can't control that. The professionalism of everyone on board is stellar and always appreciated. I highly recommend AA."

Travis N.,1.0,        2/25/2018    ,"I avoid American Airlines whenever I can. The service is consistently terrible and they don't really care about their customers. Unfortunately, they are the only airline that flies into my mom's small town airport. I may just drive from Dallas next time."

DJ S.,1.0,        8/24/2016    ,"Funny that most of the reviews that are over one star are reviews for the Admirals Club or Terminal A itself. All other one star reviews are for the horrendous airline known as American. If you're into flight delays, rude gate agents and employees that flat out don't give a flip, then American is your Airline. I literally just watched a gate agent turn away two military gentlemen from priority boarding because they were not in uniform. However, they did present their military ID and still denied and forced to wait. How about UnAmerican airlines, that fits better. I switched over to another airline (SWA) a year ago as an EXP and will never look back. Today's experience (forced to fly due to scheduling and price), just reminded me why this airline blows. Save yourself the time, headaches and hassle and fly someone else. If not, put on your running shoes, you'll need them to make your connection. Good luck and happy flying."

Michelle L.,2.0,        9/21/2017    ,What do I like about American Airlines? It's not Southwest Airlines! Otherwise their level of service is laughable. I flew a total of 5 American flights in a 2 week period. I spent roughly 28-29 hours in the air during the 5 flights.

Miki M.,1.0,        10/16/2017    ,Disaster!! They overbook the flights and give your seat away. Never again Fly Delta from DTW much better service and accommodations.

Jasmine A.,1.0,        6/11/2016            Updated review,"Continued...On our second flight, my mother, who is under 5 feet tall and is a senior citizen with arthritis, asked a flight attendant if he could help her put her bag in the overhead compartment.  He had moved a couple of rows past our seats, and instead of saying that he would help her in a moment or help her after he had finished helping other people, he said, very rudely, that he had already walked past her row, so she had to deal with her bag herself.  He was so bloody rude, and the passengers sitting behind my mom, who helped her with her bag, overheard him and thought so too.Also, when we told people about how rude the American Airlines staff were, everyone had a story of their own.  Our friend, who is Asian, told us a story about how she cut her foot quite badly on a jagged piece of metal or something sticking out of the airplane floor as she was boarding the plane.  There was quite a lot of blood, and she asked for some first aid supplies, and the flight attendant brought her one small antiseptic wipe and one small bandaid.  She asked for more wipes and bandaids, and the flight attendant dismissed her request and told her to get more bandaids after the flight, which was five hours.  However, when a white passenger asked for some minor first aid supplies, the flight attendant made damn sure she got enough bandaids.  So three stories about rude staff, and no one I have spoken to has a good word to say about American Airlines."

Natalie B.,1.0,        8/17/2016    ,Most unhelpful and rude agents. American get your act together with helping your customers not just your elite members. Worst customer service. So unhappy that I had to use American to fly. In the last 4 times I have flown them they have been Terrible. I only fly them if I need to because united or southwest flights don't work. Stop using this horrible horrible horrible company

Sirron B.,4.0,        9/29/2017    ,Some of the nicest customer service people you will meet in the business. Very helpful very intelligent very smart. They are customer service days even though you might be late don't treat the ladies or gentlemen for disrespect because they working diligently trying to get you in and out for your trip.

Daniel H.,1.0,        8/18/2018    ,"American Airlines is usually my last choice for multiple reasons, usually because the agents are not friendly, but this last trip sealed the deal. Flight from AUS to DFW was delayed over an hour, missed my connection to MSP. When trying to booked on the next flight from DFW to MSP, I was in line at the counter and the agent took the pretty lady behind me before me and then when I got up there said he's leaving for the day and to wait for the next agent. No dinner voucher or anything to make the extra 4 hours on my travel more tolerable. From MSP to DFW/AUS: TSA pre-check was not printed on my boarding pass, I had to speak with a manager because the other agent couldn't get my KTN to work and told me I didn't have pre-check. The manager fixed the issue but not before making me jump through some hoops. I logged into customs website and showed my TSA & global traveler Approvals and precious tickets that showed my TSA precheck. Thankfully I was there early enough to deal with that before my flight. There was an earlier flight out of MN to Austin that they would not let me switch to, but would not give me a reason why even though it was not overbooked. Next time I'll fly United or Delta."

Jen G.,3.0,        2/25/2016    ,"2/5/16: OMG are we there yet???? Flyin' to San Juan, Puerto Rico for our overnight layover. This flight was almost 4 hours and felt like pure hell. Cuz we were really exhausted at this point. Typical, cramped seats. But we did have aisle & aisle seating.Oh and I initially missed pre-boarding because the beyotch at Gate 28 in San Diego didn't note it on the computer. The gate worker here was apologetic and let me on as soon as I realized we missed pre-boarding.The guy behind me was seriously hacking away. I was praying not to get sick! O.o (Murphy's Law: I later learn he's with my company, going on the same trip and yup ended up sitting at my table during the welcome and farewell dinners...happy ending, I didn't get sick on this trip).But seating was super cramped. Y'no, typical airlines.PMT: Use your AA credit card to save 25% on in-flight purchases."

Shane S.,1.0,        12/31/2017    ,"Probably the worst flight experience I've ever had and I am an executive platinum that travels a ton. DFW isn't entirely of the hook either... new years eve flight from Tucson to Bismarck. Supposed to leave Tucson at 2pm, couldn't leave Tucson because Dallas apparently doesn't know how to handle the slightest bit of cold and is having issues with de- icing planes. Fortunately I land in time to catch my 7 pm flight to Bismarck... only we don't take off until 9pm... hey on a plane around 8pm... then have maintenance issues.It's a holiday and I get there'll be a delay... but really this bad??? What happened to the flight that was supposed to be waiting for us at DFW?  Why'd we change gates like 5 times inky to wind up with a broke plane... absolutely pathetic and demonstrates complete lack of planning on both AA and DFW...."

Sarah S.,1.0,        4/1/2017    ,"We booked our vacation flights, double checked our dates, and picked our seats. We realized later that the email itinerary shows the wrong date for our return flight. We double checked dates before we hit submit, so it has to be a glitch. We call, thinking that all would be fine. No, American Airlines would not change a thing without $1200! Their system has a glitch, but they give the passengers no recourse unless you find the problem in the fine print within 24hrs. Customer service was rude and incredibly condescending. They never even tried to pretend that they cared or thought that we weren't just idiots who booked things wrong. We usually choose Southwest and we wish we hadn't changed."

Michael W.,1.0,        6/15/2017    ,"Flight was delayed 3 times by more than an hour each time. The 4th delay was 6 hours. I could have driven to my destination and saved 5 hours.A little over an hour flight and American Airlines can't make it happen.They did give us vouchers for the cheapest motel in town and for food and drink at the airport. As near as we can tell nobody at the airport takes their vouchers. We asked at a half-dozen or more places and they all said ""no.""Needless to say I will never fly AA again. It's quicker to take a greyhound bus."

Erika R.,1.0,        2/28/2019    ,"This is a company that appears to go out of their way to make you completely miserable. They cancel flights and delay flights, leaving you stranded at the airport without a clue as to when you might depart. Also, even sitting on a flight, being told by the captain that departure will happen soon-- a text alert notifies you that the plane will experience a 40 minute departure delay due to a bathroom issue that they couldn't fix with the 1.25 hour long weather delay. After doing everything they can to ensure you miss any available connection, they give you a 'coupon' for a discounted hotel, which unsurprisingly can not be utilized because there are no available local rooms honoring that rate due to the influx of stranded passengers. And their customer service admits they are a terrible airline, hiding their near hour long service delay behind a weather delay so they don't have to offer any compensation--even though had I only had a weather delay, I would have made my connecting flight. They could also care less I'm fighting bronchitis as I endure my never ending race-- customers matter little to them. I highly recommend this airline if you would like to truly question you whether you will actually ever make it to your destination."

Jeanna B.,1.0,        10/8/2018    ,Delay delay delay! Reason no flight crew?? Really. No problem booking this flight just forgot to schedule someone to fly the plane!! R

Harmony D.,4.0,        1/6/2017    ,"I've been doing a lot of flying lately and decided to join an airlines to take advantage of frequent flyer miles. I'm glad I picked American. I haven't had any lost bags, delays or other problems that plague airplane passengers. Maybe I've just been lucky but I've flown with American at least 5 times across the US with layovers and not had any problems. On 6 hour flights they have all the new release movies, and on shorter flights they still played a current movie for us. After joining as a frequent flyer they flew me across the US and to my final destination in first class. I don't think that is a guarantee when joining the AA club, but I welcomed the extra perk. I would recommend flying American, especially through Texas, Miami and DC."

David C.,1.0,        7/8/2018    ,The crew is very rude and stressed out . I have never experienced something this bad . I do realize it's a long flight 36 to Madrid but when you fly first class you expect a better attitude that what we are getting . Wouldn't fly American again

Mary D.,1.0,        1/3/2017    ,"Unbelievably snotty ticket agent at American Airlines terminal A on January 2 at approximately 3 PM. Her first name is Lisa. She refused to allow my daughter and son-in-law to bring their stroller for one of their 2 toddlers into the terminal since it weighed 24lbs, 3 lbs over the limit. She kept repeating the American website specifies a stroller cannot weigh over 21 pounds.Cannot believe such  poor customer service... the flight was not full. We were allowed to bring the stroller with us on our first flight. So here's the way this breaks down, I travel on American from Sacramento, Ca. to Shreveport, La. approximately three times a year purchasing multiple tickets each time. I've spent approximately $6000 with American for the past 6 year... so let's take that number and multiply it for the next six years for a total of $36,000 in future revenue that American Airlines will not make from me. So that comes out to 12K dollars per 1lb of stroller. The irony is the flight we were scheduled to take was cancelled, we had to wait an extra 2 hours then move to opposite end of Terminal A ..with no stroller.So my message to American Airlines  ticket agent - Lisa at Terminal A ... you cost your company $36,000 yesterday afternoon. American Airlines you might want to hire kind people who can make customer friendly decisions. This will be posted on multiple Facebook sites as well"

Reena Q.,1.0,        5/19/2018    ,"I only gave them a one because I couldn't rate any lower. I am a frequent flyer, but this is only my second time flying with this airline carrier. It is so unfortunate how bad their service is. Out of my two flights with them I have experienced riding in a filthy plane, full of rude flight attendants as well as racist gate staff. I understand that at airports there are certain rules and protocol and that we are sometimes subject to random security checks, but I felt very racial profiled during boarding. Out of all the people boarding the flight one of the gate staff members told me that he needed to see my passport. No one else needed to show him their passport just me. He pulled me aside to inspect me while everyone else walked briskly onto the ramp.He looked at me up and down, rudely, demanding my passport. I don't know if he was just having a bad day, but I didn't appreciate the spit in my face as he barked. I would not recommend this airline to anyone! I would rather be sucked out of a plane on a southwest flight than to ride American. Which should speak high volumes."

Chris D.,1.0,        11/8/2017    ,No customer service! Wouldn't call ahead to hold a plane for my wife and I (and 6 others from our plane) so we watched them shut the door to our connecting flight as we ran up. They wouldn't even pay for a meal even though it was 100% there fault.

Jaire Q.,3.0,        10/8/2017    ,"I was using American to go to Hawaii. It was an uneventful trip getting there, but coming back we had a 2 hour delay. That caused a lot of confusion with connecting flights. Noone was really helpful until we got off the plane. Thankfully I made it to my connecting flight to Houston, but I know a lot of people missed their connections. It would have been nice if they would have given us some kind of direction while on the plane. I did get a voicemail with info about my changed flight and that helped me get there just in time to board."

Nikki M.,1.0,        4/10/2018    ,"What an absolutely terrible experience. I was on a flight from DFW to Pensacola on April 6. After almost 10 hours of delays and cancellations with various excuses from (maintenance, weather, worker's strike, etc) our flight was ultimately delayed/cancelled six times. Instead of just politely telling the customers, please re-book, we were promised that we would make it to our destination. Instead, at close to 12:30 AM- 1AM, the staff finally cancelled the flight. Instead of being polite and apologetic, we were YELLED at by two ""seasoned"" staff members. One staff member yelled at at a young girl who asked nicely for her money back and the professional employee rudely screamed ""I am doing you a favor. You should be thanking me for re-booking you for a later flight you ungrateful girl."" So unprofessional. When I asked for a refund, Sue responded with ""Well you should have paid more for a refundable ticket. That is your problem and not mine."" Absolutely terrible, unprofessional and appalling behavior. American American should be ashamed of the DFW staff members."

Tony J.,1.0,        6/8/2018    ,Horrible experience They Canceled The Flight Lied About The Reason And Had Over 100 Angry Customers And They Simply Did Not Care They Loaded They Plane Up Had Eveyone Sitting For An Hour Just To Cancel The Flights Im Very Very Dissapointed At The Way I Was Treated Ill Never Spend Another Penny With American Airlines At The DFW Airport

Michael H.,4.0,        12/9/2016    ,"Flying from Chicago O'Hare to Boston Logan for a dogs/owners meet-up.  Raphael and Jared are taking good care of us and our dogs, Waggy & Poppin' Fresh.  Dinner just arrived, so, more later!  Meal was quinoa casserole and salad and cheese roll and tasty for ""air-fare.""  Our flight landed to-the-minute at the time the captain had said we would, after flying quite a ways out over the Atlantic Ocean, where we saw a number of lighthouses.  Met a really nice Ecuadoran woman who loaned Mitchell her charger to use with his iPhone.  She was also nice to our dogs."

Cat N.,1.0,        9/18/2015    ,"Only AA would change the gate 30 minutes before boarding time! I've always hated AA but this time was the breaking point. I was flying out to Portland and my gate was D. I got to D and hung around for boarding time. 30 minutes before boarding, they changed it to A. I had gone off to the restroom for one last time before boarding and did not hear them! 20 mins till boarding time I realized the people were waiting with me were gone so I checked. I WAS ANGRY!!!! to get from D to A I had to take the train and I almost missed the flight. I hate these unorganized people. Their flight attendants are never friendly and are the bitchiest flight attendants on any airlines. They randomly pick on you for your carry on so they make you check your bag in even though your carry on meets the measurement requirement. I have the same carry on every time I fly. On certain occasions they'll make me remeasure mine or say I overpack my bag but I always get smart and fight back. They back off when you do."

Robyn M.,2.0,        2/11/2018    ,"Not necessarily my favorite airline, but it's the only one that flies out of Tyler. I was flying from Lubbock to Tyler, with a stopover in DFW Airport. Everything went smoothly on my part, I checked in on time, had my boarding passes in hand, a nice 2-3 hour layover with time for lunch. But when I landed in DFW, I looked to see which gate to go to for my 4:30 flight, and I saw that my flight to Tyler had not just been ""delayed"", but it had been ""CANCELLED""! The next flight to Tyler didn't leave until nearly 9pm that evening, and it was already full (and possibly also cancelled, since the Tyler Airport looked pretty shut-down and iced-over once I got there). I was gonna be automatically bumped to the next flight, which was noon on Monday. Instead, I decided to just rent a car in DFW to drive to Tyler. But I was unable to pickup my checked luggage until at least Monday. I got all kinds of mixed messages between the baggage claim people, the people on the phone, and the people at the customer service desk. They really need to get on the same page somewhere, since the ones at the desk said that the people on the phone don't know anything about the actual airport. Not good team dynamics there. The people were willing to help, but I felt like I needed a ""second opinion"", until I could hear at least 2 of their sources agreeing on something.During hour-long flights, they have complementary beverages & bags of pretzels, usually water, juice, & maybe sodas. Anything else (alcoholic drinks, as well as other snacks) is cash-only pay (how primitive for the 21st century!).Maybe in the future Tyler will have more airline choices, or I'll get the hang of just flying out of DFW, since I've had better flying experiences with United or Southwest."

John T.,1.0,        10/7/2017    ,"Worst airline in the world.  Crew could care less about getting us home on time.  Zero initiative after an aborted flight and lengthy reschedule. Ops failures at every turn...more delays on ground due to lack of refuel paperwork.  Been stuck in this tube all day and crew just laughs it off.  On this flight we are all racing home to PNS to prepare our homes for a hurricane due to make landfall in 12 hours and this crew has zero sense of urgency, even after we've already aborted and returned to DFW once already today.  Pathetic performance.  I will never fly AA again."

Lizzie H.,1.0,        3/24/2017    ,"You guys absolutely DESTROYED one of our luggage and several expensive things in it. It literally looked like they drug the luggage behind the plane and had very crappy customer service when it came to taken care of it. They were smart mouth and disrespectful and of the four people we talked too, they all said something different. Will never ever fly with ya'll again and we fly very regularly. Still no compensation for our destroyed items. Ridiculous."

Traci D.,1.0,        4/27/2018    ,First why do airlines just not tell you the truth. No opportunity to rebook. Sat on the plane over 2 hours first pilot said no big deal 15 minutes. Then every 30 said 15 minutes. Then they told us to get off the plane. They had a new plane leaving at 530 its now 615 they keep changing every 15 minutes. The flight attendants on the first flight were rude and just sat we had a passenger giving out water to the passengers and they thought it was funny. Just be upfront we could have gone gotten food real food.  The worst part no one tells you anything every one just stands around and the time keeps changing. Ughh. This is the 2 Nd time this has happened. I wish southwest had direct flights to ft Myers. So sad

Andy S.,1.0,        4/23/2018    ,"Even after all the ""changes"" still the worst airline in the air. I flew with AA for years. (750,000+ miles) I put up with so much crap, was stranded so many time, had my luggage destroyed dozens of times..... Then they started charging us for luggage, then our miles started expiring. I swore I would only fly them again if they were the only way to get to where I needed to be. The infotainment ssytem is impressive, but it cannot make up for the fact that the waiting room seats are 10 times more comfortable thatn the seats on the plane. The staff seems to have gotten a bit better, but the organinzation is still a cluster. I also like how they treat you as a retired veteran: ""No sir, you are not a military member."""

Jennifer M.,1.0,        3/7/2018    ,American Airlines treats their customers like garbage unless they have gone to the American Airlines website and purchased their tickets at the highest rate they can be purchased at. Low quality airline with low quality customer service.

Mary V.,2.0,        6/8/2015    ,"I find myself flying in and out of DFW quite frequently.  Most times I land in one terminal and hop the Skylink to another terminal.  I've actually gotten pretty used to it.  The Skylink is great!When you fly American Airlines, you most certainly will land in Terminal A.  It's a crap shoot to where your connecting flight will be - and American is notorious for changing your arriving gate AND your departing gate at the last minute.But when you land in Terminal A and connect to another flight in Terminal A - good luck!  Especially if you land in one of the high-numbered A gates (30 and above) and have to get to one of the lower-numbered A gates (23 or below) - you are walking and walking and walking and walking . . . down narrow hallways most of the time that are under construction for stores (and more stores!) and behind people that are pausing and meandering because they're texting on the cell phones.Meanwhile, you've got about 30 minutes to make your connection and all you can think about is:  how come there's not a local version of Skylink to hop on here?  This is absolutely ridiculous!  And then when you get down here, it looks as if you're sitting in an antiseptic hospital waiting room.They do have a huge charging station with chairs, though, located here.  Otherwise, I'm not impressed."

John F.,5.0,        4/23/2013    ,"The Admirals Club in DFW Terminal A is the best DOMESTIC Admirals Club that I have visited.  The great thing about DFW is that there are 4 Admirals Clubs, one in terminal A, B, C, & D.  This review is about the one located in Terminal A near gate A23.  It is huge by comparison to other locations offering free Wi-Fi, a workout room with cardio equipment and TV, and the BEST showers I have ever used in any airport, hotel or spa.  There are also TV rooms, a business center, smoking lounge, and a children's lounge.Before using the shower, I spent about a 1/2 hour in the workout room using the bike and watching the news.  Very nice after a red-eye flight. The highlight of this Admirals Club  is the ""car wash"" showers with 8 heads - one handheld, one rainfall from above, and six from the sides!  There are 6 of these individual shower / bathrooms with towels and dermalogica body soap, shampoo, & conditioner.All Admirals Clubs in DFW have unlimited soft drinks, beer, wine, & spirits but since I was arriving after an 8 hour flight from HNL, I only wanted orange juice & water.  Snacks at breakfast included 3 kinds of mini-muffins and red & green apples.  There are also menu items available for a fee.If you have the chance, I highly recommend you visit this lounge!  See my many pictures!"

Michelle R.,5.0,        7/6/2018    ,"It's a F***** big airport and everyone using it thinks they are above everyone without having to earn it or pay for it.  I think the people who work there that have to deal with people like you.  Yeah lines are long.  If you didn't Bitc* and would just have your da** ticket ready along with your things to be searched and and JUST SUCKED IT UP! they're doing their job.  Got a problem with it? Well then take it up with someone who could actually do something about it and don't hold up everyone else.  It's not our fault that you're an idiot who feels entitled, we actually value our time and respect those who are just trying to do their jobs and couldn't care less about us.  Wanna make a fuss? Well guess what, if you do and it's at the cost of others.  You're gonna have a bad time."

